Date,Weekday,District,Category,Incidents
6/1/2009,Sunday,Taraval,Burglary,4
6/1/2009,Sunday,Taraval,Larceny,15
6/1/2009,Sunday,Taraval,Stolen Property,1
6/1/2009,Sunday,Taraval,Vandalism,3
6/1/2009,Sunday,Taraval,Vehicle Theft,3
6/1/2009,Sunday,Tenderloin,Burglary,4
6/1/2009,Sunday,Tenderloin,Larceny,22
6/1/2009,Sunday,Tenderloin,Stolen Property,1
6/1/2009,Sunday,Tenderloin,Vandalism,3
6/1/2009,Sunday,Tenderloin,Vehicle Theft,1
6/1/2009,Thursday,Bayview,Burglary,9
6/1/2009,Thursday,Bayview,Larceny,18
6/1/2009,Thursday,Bayview,Stolen Property,1
6/1/2009,Thursday,Bayview,Vandalism,12
6/1/2009,Thursday,Bayview,Vehicle Theft,4
6/1/2009,Thursday,Central,Burglary,6
6/1/2009,Thursday,Central,Larceny,51
6/1/2009,Thursday,Central,Stolen Property,1
6/1/2009,Thursday,Central,Vandalism,10
6/1/2009,Thursday,Central,Vehicle Theft,5
6/1/2009,Thursday,Ingleside,Burglary,6
6/1/2009,Thursday,Ingleside,Larceny,13
6/1/2009,Thursday,Ingleside,Vandalism,11
6/1/2009,Thursday,Ingleside,Vehicle Theft,10
6/1/2009,Thursday,Mission,Burglary,5
6/1/2009,Thursday,Mission,Larceny,28
6/1/2009,Thursday,Mission,Vandalism,8
6/1/2009,Thursday,Mission,Vehicle Theft,6
6/1/2009,Thursday,Northern,Burglary,10
6/1/2009,Thursday,Northern,Larceny,30
6/1/2009,Thursday,Northern,Vandalism,11
6/1/2009,Thursday,Northern,Vehicle Theft,12
6/1/2009,Thursday,Park,Burglary,4
6/1/2009,Thursday,Park,Larceny,18
6/1/2009,Thursday,Park,Vandalism,3
6/1/2009,Thursday,Park,Vehicle Theft,2
6/1/2009,Thursday,Richmond,Arson,1
6/1/2009,Thursday,Richmond,Burglary,2
6/1/2009,Thursday,Richmond,Larceny,21
6/1/2009,Thursday,Richmond,Vandalism,7
6/1/2009,Thursday,Richmond,Vehicle Theft,2
6/1/2009,Thursday,Southern,Burglary,11
6/1/2009,Thursday,Southern,Larceny,51
6/1/2009,Thursday,Southern,Stolen Property,5
6/1/2009,Thursday,Southern,Vandalism,6
6/1/2009,Thursday,Southern,Vehicle Theft,1
6/1/2009,Thursday,Taraval,Burglary,6
6/1/2009,Thursday,Taraval,Larceny,15
6/1/2009,Thursday,Taraval,Stolen Property,3
6/1/2009,Thursday,Taraval,Vandalism,12
6/1/2009,Thursday,Taraval,Vehicle Theft,6
6/1/2009,Thursday,Tenderloin,Burglary,4
6/1/2009,Thursday,Tenderloin,Larceny,19
6/1/2009,Thursday,Tenderloin,Vandalism,3
6/1/2009,Thursday,Tenderloin,Vehicle Theft,1
6/1/2009,Tuesday,Bayview,Arson,1
6/1/2009,Tuesday,Bayview,Burglary,13
6/1/2009,Tuesday,Bayview,Larceny,18
6/1/2009,Tuesday,Bayview,Vandalism,9
6/1/2009,Tuesday,Bayview,Vehicle Theft,10
6/1/2009,Tuesday,Central,Burglary,9
6/1/2009,Tuesday,Central,Larceny,54
6/1/2009,Tuesday,Central,Vandalism,9
6/1/2009,Tuesday,Central,Vehicle Theft,5
6/1/2009,Tuesday,Ingleside,Burglary,7
6/1/2009,Tuesday,Ingleside,Larceny,15
6/1/2009,Tuesday,Ingleside,Vandalism,8
6/1/2009,Tuesday,Ingleside,Vehicle Theft,12
6/1/2009,Tuesday,Mission,Burglary,5
6/1/2009,Tuesday,Mission,Larceny,39
6/1/2009,Tuesday,Mission,Stolen Property,3
6/1/2009,Tuesday,Mission,Vandalism,9
6/1/2009,Tuesday,Mission,Vehicle Theft,13
6/1/2009,Tuesday,Northern,Arson,1
6/1/2009,Tuesday,Northern,Burglary,17
6/1/2009,Tuesday,Northern,Larceny,50
6/1/2009,Tuesday,Northern,Stolen Property,3
6/1/2009,Tuesday,Northern,Vandalism,7
6/1/2009,Tuesday,Northern,Vehicle Theft,8
6/1/2009,Tuesday,Park,Burglary,1
6/1/2009,Tuesday,Park,Larceny,14
6/1/2009,Tuesday,Park,Vandalism,6
6/1/2009,Tuesday,Park,Vehicle Theft,5
6/1/2009,Tuesday,Richmond,Burglary,4
6/1/2009,Tuesday,Richmond,Larceny,23
6/1/2009,Tuesday,Richmond,Vandalism,3
6/1/2009,Tuesday,Richmond,Vehicle Theft,1
6/1/2009,Tuesday,Southern,Arson,1
6/1/2009,Tuesday,Southern,Burglary,20
6/1/2009,Tuesday,Southern,Larceny,68
6/1/2009,Tuesday,Southern,Stolen Property,3
6/1/2009,Tuesday,Southern,Vandalism,8
6/1/2009,Tuesday,Southern,Vehicle Theft,4
6/1/2009,Tuesday,Taraval,Burglary,3
6/1/2009,Tuesday,Taraval,Larceny,20
6/1/2009,Tuesday,Taraval,Vandalism,6
6/1/2009,Tuesday,Taraval,Vehicle Theft,9
6/1/2009,Tuesday,Tenderloin,Burglary,3
6/1/2009,Tuesday,Tenderloin,Larceny,21
6/1/2009,Tuesday,Tenderloin,Vandalism,4
6/1/2009,Tuesday,Tenderloin,Vehicle Theft,1
6/1/2009,Wednesday,Bayview,Arson,1
6/1/2009,Wednesday,Bayview,Burglary,8
6/1/2009,Wednesday,Bayview,Larceny,6
6/1/2009,Wednesday,Bayview,Vandalism,14
6/1/2009,Wednesday,Bayview,Vehicle Theft,7
6/1/2009,Wednesday,Central,Burglary,4
6/1/2009,Wednesday,Central,Larceny,29
6/1/2009,Wednesday,Central,Vandalism,3
6/1/2009,Wednesday,Central,Vehicle Theft,3
6/1/2009,Wednesday,Ingleside,Arson,2
6/1/2009,Wednesday,Ingleside,Burglary,2
6/1/2009,Wednesday,Ingleside,Larceny,9
6/1/2009,Wednesday,Ingleside,Vandalism,7
6/1/2009,Wednesday,Ingleside,Vehicle Theft,11
6/1/2009,Wednesday,Mission,Burglary,6
6/1/2009,Wednesday,Mission,Larceny,18
6/1/2009,Wednesday,Mission,Vandalism,8
6/1/2009,Wednesday,Mission,Vehicle Theft,8
6/1/2009,Wednesday,Northern,Burglary,9
6/1/2009,Wednesday,Northern,Larceny,27
6/1/2009,Wednesday,Northern,Vandalism,4
6/1/2009,Wednesday,Northern,Vehicle Theft,4
6/1/2009,Wednesday,Park,Larceny,7
6/1/2009,Wednesday,Park,Vandalism,4
6/1/2009,Wednesday,Park,Vehicle Theft,4
6/1/2009,Wednesday,Richmond,Burglary,1
6/1/2009,Wednesday,Richmond,Larceny,15
6/1/2009,Wednesday,Richmond,Vandalism,3
6/1/2009,Wednesday,Richmond,Vehicle Theft,3
6/1/2009,Wednesday,Southern,Burglary,11
6/1/2009,Wednesday,Southern,Larceny,49
6/1/2009,Wednesday,Southern,Stolen Property,1
6/1/2009,Wednesday,Southern,Vandalism,8
6/1/2009,Wednesday,Southern,Vehicle Theft,1
6/1/2009,Wednesday,Taraval,Burglary,4
6/1/2009,Wednesday,Taraval,Larceny,12
6/1/2009,Wednesday,Taraval,Vandalism,4
6/1/2009,Wednesday,Taraval,Vehicle Theft,3
6/1/2009,Wednesday,Tenderloin,Burglary,2
6/1/2009,Wednesday,Tenderloin,Larceny,10
6/1/2009,Wednesday,Tenderloin,Vandalism,1
6/1/2009,Wednesday,Tenderloin,Vehicle Theft,2
7/1/2009,Friday,Bayview,Burglary,8
7/1/2009,Friday,Bayview,Larceny,18
7/1/2009,Friday,Bayview,Vandalism,14
7/1/2009,Friday,Bayview,Vehicle Theft,16
7/1/2009,Friday,Central,Burglary,11
7/1/2009,Friday,Central,Larceny,65
7/1/2009,Friday,Central,Stolen Property,1
7/1/2009,Friday,Central,Vandalism,17
7/1/2009,Friday,Central,Vehicle Theft,14
7/1/2009,Friday,Ingleside,Arson,1
7/1/2009,Friday,Ingleside,Burglary,3
7/1/2009,Friday,Ingleside,Larceny,23
7/1/2009,Friday,Ingleside,Vandalism,25
7/1/2009,Friday,Ingleside,Vehicle Theft,9
7/1/2009,Friday,Mission,Burglary,11
7/1/2009,Friday,Mission,Larceny,47
7/1/2009,Friday,Mission,Vandalism,11
7/1/2009,Friday,Mission,Vehicle Theft,13
7/1/2009,Friday,Northern,Arson,1
7/1/2009,Friday,Northern,Burglary,23
7/1/2009,Friday,Northern,Larceny,66
7/1/2009,Friday,Northern,Stolen Property,3
7/1/2009,Friday,Northern,Vandalism,34
7/1/2009,Friday,Northern,Vehicle Theft,11
7/1/2009,Friday,Park,Burglary,6
7/1/2009,Friday,Park,Larceny,19
7/1/2009,Friday,Park,Stolen Property,1
7/1/2009,Friday,Park,Vandalism,8
7/1/2009,Friday,Park,Vehicle Theft,7
7/1/2009,Friday,Richmond,Burglary,3
7/1/2009,Friday,Richmond,Larceny,20
7/1/2009,Friday,Richmond,Vandalism,11
7/1/2009,Friday,Richmond,Vehicle Theft,4
7/1/2009,Friday,Southern,Arson,3
7/1/2009,Friday,Southern,Burglary,12
7/1/2009,Friday,Southern,Larceny,106
7/1/2009,Friday,Southern,Vandalism,19
7/1/2009,Friday,Southern,Vehicle Theft,6
7/1/2009,Friday,Taraval,Burglary,6
7/1/2009,Friday,Taraval,Larceny,26
7/1/2009,Friday,Taraval,Vandalism,4
7/1/2009,Friday,Taraval,Vehicle Theft,4
7/1/2009,Friday,Tenderloin,Burglary,4
7/1/2009,Friday,Tenderloin,Larceny,17
7/1/2009,Friday,Tenderloin,Stolen Property,1
7/1/2009,Friday,Tenderloin,Vandalism,1
7/1/2009,Friday,Tenderloin,Vehicle Theft,1
7/1/2009,Monday,Bayview,Arson,1
7/1/2009,Monday,Bayview,Burglary,5
7/1/2009,Monday,Bayview,Larceny,13
7/1/2009,Monday,Bayview,Vandalism,13
7/1/2009,Monday,Bayview,Vehicle Theft,14
7/1/2009,Monday,Central,Burglary,9
7/1/2009,Monday,Central,Larceny,46
7/1/2009,Monday,Central,Stolen Property,1
7/1/2009,Monday,Central,Vandalism,6
7/1/2009,Monday,Central,Vehicle Theft,5
7/1/2009,Monday,Ingleside,Burglary,7
7/1/2009,Monday,Ingleside,Larceny,23
7/1/2009,Monday,Ingleside,Stolen Property,1
7/1/2009,Monday,Ingleside,Vandalism,14
7/1/2009,Monday,Ingleside,Vehicle Theft,10
7/1/2009,Monday,Mission,Burglary,5
7/1/2009,Monday,Mission,Larceny,22
7/1/2009,Monday,Mission,Stolen Property,1
7/1/2009,Monday,Mission,Vandalism,9
7/1/2009,Monday,Mission,Vehicle Theft,10
7/1/2009,Monday,Northern,Burglary,14
7/1/2009,Monday,Northern,Larceny,52
7/1/2009,Monday,Northern,Stolen Property,2
7/1/2009,Monday,Northern,Vandalism,10
7/1/2009,Monday,Northern,Vehicle Theft,3
7/1/2009,Monday,Park,Burglary,6
7/1/2009,Monday,Park,Larceny,10
7/1/2009,Monday,Park,Vandalism,4
7/1/2009,Monday,Park,Vehicle Theft,3
7/1/2009,Monday,Richmond,Burglary,5
7/1/2009,Monday,Richmond,Larceny,10
7/1/2009,Monday,Richmond,Vandalism,4
7/1/2009,Monday,Richmond,Vehicle Theft,2
7/1/2009,Monday,Southern,Arson,1
7/1/2009,Monday,Southern,Burglary,9
7/1/2009,Monday,Southern,Larceny,65
7/1/2009,Monday,Southern,Stolen Property,1
7/1/2009,Monday,Southern,Vandalism,9
7/1/2009,Monday,Southern,Vehicle Theft,4
7/1/2009,Monday,Taraval,Burglary,4
7/1/2009,Monday,Taraval,Larceny,15
7/1/2009,Monday,Taraval,Vandalism,1
7/1/2009,Monday,Taraval,Vehicle Theft,2
7/1/2009,Monday,Tenderloin,Burglary,7
7/1/2009,Monday,Tenderloin,Larceny,16
7/1/2009,Monday,Tenderloin,Stolen Property,2
7/1/2009,Monday,Tenderloin,Vehicle Theft,2
7/1/2009,Saturday,Bayview,Burglary,7
7/1/2009,Saturday,Bayview,Larceny,16
7/1/2009,Saturday,Bayview,Vandalism,12
7/1/2009,Saturday,Bayview,Vehicle Theft,7
7/1/2009,Saturday,Central,Arson,1
7/1/2009,Saturday,Central,Burglary,9
7/1/2009,Saturday,Central,Larceny,45
7/1/2009,Saturday,Central,Stolen Property,1
7/1/2009,Saturday,Central,Vandalism,6
7/1/2009,Saturday,Central,Vehicle Theft,4
7/1/2009,Saturday,Ingleside,Arson,1
7/1/2009,Saturday,Ingleside,Burglary,5
7/1/2009,Saturday,Ingleside,Larceny,25
7/1/2009,Saturday,Ingleside,Vandalism,8
7/1/2009,Saturday,Ingleside,Vehicle Theft,10
7/1/2009,Saturday,Mission,Burglary,12
7/1/2009,Saturday,Mission,Larceny,35
7/1/2009,Saturday,Mission,Stolen Property,2
7/1/2009,Saturday,Mission,Vandalism,15
7/1/2009,Saturday,Mission,Vehicle Theft,9
7/1/2009,Saturday,Northern,Arson,2
7/1/2009,Saturday,Northern,Burglary,9
7/1/2009,Saturday,Northern,Larceny,54
7/1/2009,Saturday,Northern,Stolen Property,1
7/1/2009,Saturday,Northern,Vandalism,18
7/1/2009,Saturday,Northern,Vehicle Theft,7
7/1/2009,Saturday,Park,Burglary,1
7/1/2009,Saturday,Park,Larceny,9
7/1/2009,Saturday,Park,Vandalism,3
7/1/2009,Saturday,Park,Vehicle Theft,4
7/1/2009,Saturday,Richmond,Burglary,5
7/1/2009,Saturday,Richmond,Larceny,16
7/1/2009,Saturday,Richmond,Stolen Property,1
7/1/2009,Saturday,Richmond,Vandalism,7
7/1/2009,Saturday,Richmond,Vehicle Theft,4
7/1/2009,Saturday,Southern,Burglary,4
7/1/2009,Saturday,Southern,Larceny,88
7/1/2009,Saturday,Southern,Vandalism,5
7/1/2009,Saturday,Southern,Vehicle Theft,4
7/1/2009,Saturday,Taraval,Burglary,4
7/1/2009,Saturday,Taraval,Larceny,21
7/1/2009,Saturday,Taraval,Vandalism,12
7/1/2009,Saturday,Taraval,Vehicle Theft,5
7/1/2009,Saturday,Tenderloin,Burglary,2
7/1/2009,Saturday,Tenderloin,Larceny,25
7/1/2009,Saturday,Tenderloin,Vandalism,4
7/1/2009,Saturday,Tenderloin,Vehicle Theft,1
7/1/2009,Sunday,Bayview,Arson,1
7/1/2009,Sunday,Bayview,Burglary,6
7/1/2009,Sunday,Bayview,Larceny,12
7/1/2009,Sunday,Bayview,Vandalism,10
7/1/2009,Sunday,Bayview,Vehicle Theft,9
7/1/2009,Sunday,Central,Burglary,8
7/1/2009,Sunday,Central,Larceny,51
7/1/2009,Sunday,Central,Vandalism,15
7/1/2009,Sunday,Central,Vehicle Theft,1
7/1/2009,Sunday,Ingleside,Burglary,2
7/1/2009,Sunday,Ingleside,Larceny,11
7/1/2009,Sunday,Ingleside,Vandalism,7
7/1/2009,Sunday,Ingleside,Vehicle Theft,9
7/1/2009,Sunday,Mission,Arson,1
7/1/2009,Sunday,Mission,Burglary,2
7/1/2009,Sunday,Mission,Larceny,32
7/1/2009,Sunday,Mission,Vandalism,10
7/1/2009,Sunday,Mission,Vehicle Theft,7
7/1/2009,Sunday,Northern,Arson,1
7/1/2009,Sunday,Northern,Burglary,8
7/1/2009,Sunday,Northern,Larceny,49
7/1/2009,Sunday,Northern,Stolen Property,5
7/1/2009,Sunday,Northern,Vandalism,11
7/1/2009,Sunday,Northern,Vehicle Theft,4
7/1/2009,Sunday,Park,Arson,1
7/1/2009,Sunday,Park,Burglary,1
7/1/2009,Sunday,Park,Larceny,14
7/1/2009,Sunday,Park,Vandalism,9
7/1/2009,Sunday,Park,Vehicle Theft,3
7/1/2009,Sunday,Richmond,Burglary,4
7/1/2009,Sunday,Richmond,Larceny,16
7/1/2009,Sunday,Richmond,Vandalism,5
7/1/2009,Sunday,Richmond,Vehicle Theft,1
7/1/2009,Sunday,Southern,Burglary,8
7/1/2009,Sunday,Southern,Larceny,84
7/1/2009,Sunday,Southern,Stolen Property,2
7/1/2009,Sunday,Southern,Vandalism,19
7/1/2009,Sunday,Southern,Vehicle Theft,6
7/1/2009,Sunday,Taraval,Burglary,2
7/1/2009,Sunday,Taraval,Larceny,15
7/1/2009,Sunday,Taraval,Stolen Property,1
7/1/2009,Sunday,Taraval,Vandalism,8
7/1/2009,Sunday,Taraval,Vehicle Theft,5
7/1/2009,Sunday,Tenderloin,Burglary,2
7/1/2009,Sunday,Tenderloin,Larceny,16
7/1/2009,Sunday,Tenderloin,Stolen Property,2
7/1/2009,Sunday,Tenderloin,Vandalism,2
7/1/2009,Sunday,Tenderloin,Vehicle Theft,2
7/1/2009,Thursday,Bayview,Burglary,11
7/1/2009,Thursday,Bayview,Larceny,8
7/1/2009,Thursday,Bayview,Vandalism,15
7/1/2009,Thursday,Bayview,Vehicle Theft,11
7/1/2009,Thursday,Central,Burglary,14
7/1/2009,Thursday,Central,Larceny,57
7/1/2009,Thursday,Central,Vandalism,8
7/1/2009,Thursday,Central,Vehicle Theft,5
7/1/2009,Thursday,Ingleside,Burglary,7
7/1/2009,Thursday,Ingleside,Larceny,19
7/1/2009,Thursday,Ingleside,Stolen Property,2
7/1/2009,Thursday,Ingleside,Vandalism,10
7/1/2009,Thursday,Ingleside,Vehicle Theft,19
7/1/2009,Thursday,Mission,Burglary,9
7/1/2009,Thursday,Mission,Larceny,35
7/1/2009,Thursday,Mission,Stolen Property,1
7/1/2009,Thursday,Mission,Vandalism,7
7/1/2009,Thursday,Mission,Vehicle Theft,8
7/1/2009,Thursday,Northern,Arson,2
7/1/2009,Thursday,Northern,Burglary,10
7/1/2009,Thursday,Northern,Larceny,58
7/1/2009,Thursday,Northern,Stolen Property,3
7/1/2009,Thursday,Northern,Vandalism,11
7/1/2009,Thursday,Northern,Vehicle Theft,5
7/1/2009,Thursday,Park,Arson,1
7/1/2009,Thursday,Park,Burglary,3
7/1/2009,Thursday,Park,Larceny,11
7/1/2009,Thursday,Park,Vandalism,6
7/1/2009,Thursday,Park,Vehicle Theft,6
7/1/2009,Thursday,Richmond,Burglary,3
7/1/2009,Thursday,Richmond,Larceny,26
7/1/2009,Thursday,Richmond,Stolen Property,1
7/1/2009,Thursday,Richmond,Vandalism,8
7/1/2009,Thursday,Richmond,Vehicle Theft,3
7/1/2009,Thursday,Southern,Arson,1
7/1/2009,Thursday,Southern,Burglary,15
7/1/2009,Thursday,Southern,Larceny,99
7/1/2009,Thursday,Southern,Vandalism,14
7/1/2009,Thursday,Southern,Vehicle Theft,6
7/1/2009,Thursday,Taraval,Burglary,6
7/1/2009,Thursday,Taraval,Larceny,22
7/1/2009,Thursday,Taraval,Vandalism,8
7/1/2009,Thursday,Taraval,Vehicle Theft,8
7/1/2009,Thursday,Tenderloin,Burglary,4
7/1/2009,Thursday,Tenderloin,Larceny,20
7/1/2009,Thursday,Tenderloin,Stolen Property,1
7/1/2009,Thursday,Tenderloin,Vandalism,3
7/1/2009,Thursday,Tenderloin,Vehicle Theft,1
7/1/2009,Tuesday,Bayview,Arson,2
7/1/2009,Tuesday,Bayview,Burglary,8
7/1/2009,Tuesday,Bayview,Larceny,13
7/1/2009,Tuesday,Bayview,Stolen Property,2
7/1/2009,Tuesday,Bayview,Vandalism,18
7/1/2009,Tuesday,Bayview,Vehicle Theft,7
7/1/2009,Tuesday,Central,Burglary,11
7/1/2009,Tuesday,Central,Larceny,56
7/1/2009,Tuesday,Central,Stolen Property,1
7/1/2009,Tuesday,Central,Vandalism,3
7/1/2009,Tuesday,Central,Vehicle Theft,3
7/1/2009,Tuesday,Ingleside,Burglary,7
7/1/2009,Tuesday,Ingleside,Larceny,26
7/1/2009,Tuesday,Ingleside,Vandalism,17
7/1/2009,Tuesday,Ingleside,Vehicle Theft,11
7/1/2009,Tuesday,Mission,Burglary,3
7/1/2009,Tuesday,Mission,Larceny,27
7/1/2009,Tuesday,Mission,Vandalism,3
7/1/2009,Tuesday,Mission,Vehicle Theft,9
7/1/2009,Tuesday,Northern,Arson,1
7/1/2009,Tuesday,Northern,Burglary,14
7/1/2009,Tuesday,Northern,Larceny,43
7/1/2009,Tuesday,Northern,Stolen Property,2
7/1/2009,Tuesday,Northern,Vandalism,3
7/1/2009,Tuesday,Northern,Vehicle Theft,6
7/1/2009,Tuesday,Park,Burglary,6
7/1/2009,Tuesday,Park,Larceny,16
7/1/2009,Tuesday,Park,Vandalism,3
7/1/2009,Tuesday,Park,Vehicle Theft,6
7/1/2009,Tuesday,Richmond,Arson,3
7/1/2009,Tuesday,Richmond,Burglary,1
7/1/2009,Tuesday,Richmond,Larceny,22
7/1/2009,Tuesday,Richmond,Stolen Property,1
7/1/2009,Tuesday,Richmond,Vandalism,6
7/1/2009,Tuesday,Richmond,Vehicle Theft,2
7/1/2009,Tuesday,Southern,Burglary,10
7/1/2009,Tuesday,Southern,Larceny,61
7/1/2009,Tuesday,Southern,Stolen Property,1
7/1/2009,Tuesday,Southern,Vandalism,8
7/1/2009,Tuesday,Southern,Vehicle Theft,7
7/1/2009,Tuesday,Taraval,Burglary,6
7/1/2009,Tuesday,Taraval,Larceny,32
7/1/2009,Tuesday,Taraval,Vandalism,6
7/1/2009,Tuesday,Taraval,Vehicle Theft,4
7/1/2009,Tuesday,Tenderloin,Burglary,3
7/1/2009,Tuesday,Tenderloin,Larceny,18
7/1/2009,Tuesday,Tenderloin,Vandalism,2
7/1/2009,Wednesday,Bayview,Arson,1
7/1/2009,Wednesday,Bayview,Burglary,7
7/1/2009,Wednesday,Bayview,Larceny,25
7/1/2009,Wednesday,Bayview,Vandalism,22
7/1/2009,Wednesday,Bayview,Vehicle Theft,8
7/1/2009,Wednesday,Central,Arson,2
7/1/2009,Wednesday,Central,Burglary,8
7/1/2009,Wednesday,Central,Larceny,67
7/1/2009,Wednesday,Central,Vandalism,12
7/1/2009,Wednesday,Central,Vehicle Theft,5
7/1/2009,Wednesday,Ingleside,Burglary,7
7/1/2009,Wednesday,Ingleside,Larceny,20
7/1/2009,Wednesday,Ingleside,Vandalism,14
7/1/2009,Wednesday,Ingleside,Vehicle Theft,13
7/1/2009,Wednesday,Mission,Burglary,4
7/1/2009,Wednesday,Mission,Larceny,32
7/1/2009,Wednesday,Mission,Stolen Property,2
7/1/2009,Wednesday,Mission,Vandalism,10
7/1/2009,Wednesday,Mission,Vehicle Theft,11
7/1/2009,Wednesday,Northern,Burglary,11
7/1/2009,Wednesday,Northern,Larceny,57
7/1/2009,Wednesday,Northern,Stolen Property,3
7/1/2009,Wednesday,Northern,Vandalism,18
7/1/2009,Wednesday,Northern,Vehicle Theft,7
7/1/2009,Wednesday,Park,Burglary,4
7/1/2009,Wednesday,Park,Larceny,12
7/1/2009,Wednesday,Park,Vandalism,4
7/1/2009,Wednesday,Park,Vehicle Theft,4
7/1/2009,Wednesday,Richmond,Arson,2
7/1/2009,Wednesday,Richmond,Burglary,3
7/1/2009,Wednesday,Richmond,Larceny,18
7/1/2009,Wednesday,Richmond,Vandalism,6
7/1/2009,Wednesday,Richmond,Vehicle Theft,3
7/1/2009,Wednesday,Southern,Burglary,10
7/1/2009,Wednesday,Southern,Larceny,76
7/1/2009,Wednesday,Southern,Stolen Property,3
7/1/2009,Wednesday,Southern,Vandalism,15
7/1/2009,Wednesday,Southern,Vehicle Theft,9
7/1/2009,Wednesday,Taraval,Burglary,9
7/1/2009,Wednesday,Taraval,Larceny,23
7/1/2009,Wednesday,Taraval,Stolen Property,1
7/1/2009,Wednesday,Taraval,Vandalism,11
7/1/2009,Wednesday,Taraval,Vehicle Theft,9
7/1/2009,Wednesday,Tenderloin,Burglary,2
7/1/2009,Wednesday,Tenderloin,Larceny,15
7/1/2009,Wednesday,Tenderloin,Stolen Property,3
7/1/2009,Wednesday,Tenderloin,Vandalism,4
8/1/2009,Friday,Bayview,Burglary,10
8/1/2009,Friday,Bayview,Larceny,34
8/1/2009,Friday,Bayview,Vandalism,12
8/1/2009,Friday,Bayview,Vehicle Theft,11
8/1/2009,Friday,Central,Burglary,10
8/1/2009,Friday,Central,Larceny,51
8/1/2009,Friday,Central,Stolen Property,1
8/1/2009,Friday,Central,Vandalism,6
8/1/2009,Friday,Central,Vehicle Theft,8
8/1/2009,Friday,Ingleside,Burglary,3
8/1/2009,Friday,Ingleside,Larceny,20
8/1/2009,Friday,Ingleside,Vandalism,9
8/1/2009,Friday,Ingleside,Vehicle Theft,10
8/1/2009,Friday,Mission,Burglary,6
8/1/2009,Friday,Mission,Larceny,40
8/1/2009,Friday,Mission,Vandalism,13
8/1/2009,Friday,Mission,Vehicle Theft,9
8/1/2009,Friday,Northern,Burglary,11
8/1/2009,Friday,Northern,Larceny,55
8/1/2009,Friday,Northern,Stolen Property,2
8/1/2009,Friday,Northern,Vandalism,7
8/1/2009,Friday,Northern,Vehicle Theft,9
8/1/2009,Friday,Park,Burglary,5
8/1/2009,Friday,Park,Larceny,14
8/1/2009,Friday,Park,Stolen Property,1
8/1/2009,Friday,Park,Vandalism,4
8/1/2009,Friday,Park,Vehicle Theft,5
8/1/2009,Friday,Richmond,Burglary,9
8/1/2009,Friday,Richmond,Larceny,18
8/1/2009,Friday,Richmond,Vandalism,6
8/1/2009,Friday,Richmond,Vehicle Theft,4
8/1/2009,Friday,Southern,Burglary,12
8/1/2009,Friday,Southern,Larceny,85
8/1/2009,Friday,Southern,Stolen Property,3
8/1/2009,Friday,Southern,Vandalism,16
8/1/2009,Friday,Southern,Vehicle Theft,9
8/1/2009,Friday,Taraval,Burglary,7
8/1/2009,Friday,Taraval,Larceny,25
8/1/2009,Friday,Taraval,Stolen Property,1
8/1/2009,Friday,Taraval,Vandalism,12
8/1/2009,Friday,Taraval,Vehicle Theft,5
8/1/2009,Friday,Tenderloin,Burglary,4
8/1/2009,Friday,Tenderloin,Larceny,11
8/1/2009,Friday,Tenderloin,Vandalism,4
8/1/2009,Friday,Tenderloin,Vehicle Theft,1
8/1/2009,Monday,Bayview,Burglary,13
8/1/2009,Monday,Bayview,Larceny,15
8/1/2009,Monday,Bayview,Stolen Property,1
8/1/2009,Monday,Bayview,Vandalism,15
8/1/2009,Monday,Bayview,Vehicle Theft,4
8/1/2009,Monday,Central,Burglary,9
8/1/2009,Monday,Central,Larceny,49
8/1/2009,Monday,Central,Vandalism,9
8/1/2009,Monday,Central,Vehicle Theft,2
8/1/2009,Monday,Ingleside,Arson,1
8/1/2009,Monday,Ingleside,Burglary,6
8/1/2009,Monday,Ingleside,Larceny,24
8/1/2009,Monday,Ingleside,Stolen Property,1
8/1/2009,Monday,Ingleside,Vandalism,17
8/1/2009,Monday,Ingleside,Vehicle Theft,15
8/1/2009,Monday,Mission,Burglary,7
8/1/2009,Monday,Mission,Larceny,39
8/1/2009,Monday,Mission,Vandalism,12
8/1/2009,Monday,Mission,Vehicle Theft,9
8/1/2009,Monday,Northern,Arson,1
8/1/2009,Monday,Northern,Burglary,14
8/1/2009,Monday,Northern,Larceny,58
8/1/2009,Monday,Northern,Vandalism,7
8/1/2009,Monday,Northern,Vehicle Theft,15
8/1/2009,Monday,Park,Burglary,4
8/1/2009,Monday,Park,Larceny,21
8/1/2009,Monday,Park,Vandalism,6
8/1/2009,Monday,Park,Vehicle Theft,5
8/1/2009,Monday,Richmond,Burglary,3
8/1/2009,Monday,Richmond,Larceny,22
8/1/2009,Monday,Richmond,Vandalism,9
8/1/2009,Monday,Richmond,Vehicle Theft,5
8/1/2009,Monday,Southern,Arson,1
8/1/2009,Monday,Southern,Burglary,5
8/1/2009,Monday,Southern,Larceny,81
8/1/2009,Monday,Southern,Stolen Property,2
8/1/2009,Monday,Southern,Vandalism,10
8/1/2009,Monday,Southern,Vehicle Theft,8
8/1/2009,Monday,Taraval,Burglary,4
8/1/2009,Monday,Taraval,Larceny,26
8/1/2009,Monday,Taraval,Stolen Property,1
8/1/2009,Monday,Taraval,Vandalism,15
8/1/2009,Monday,Taraval,Vehicle Theft,10
8/1/2009,Monday,Tenderloin,Burglary,5
8/1/2009,Monday,Tenderloin,Larceny,22
